ID	YEAR	FOCAL_DEPTH	Magnitude	COUNTRY	LATITUDE	LONGITUDE	Tsumani Deaths	MISSING	INJURIES	DAMAGE_MILLIONS_DOLLARS	TOTAL_DEATHS10	-426		7.1	GREECE	38.9	22.7					2500
152	1509		7.7	TURKEY	40.8	28.1					5000
154	1510		6.7	JAPAN	34.6	135.4					
160	1520		7	JAPAN	33.6	136.3					
163	1530			VENEZUELA	10.7	-64.1					
165	1531		7.7	PORTUGAL	38.7	-9.1					30000
5404	1542		6.6	ITALY	37.07	15.3					
173	1546		6.5	ISRAEL	32	35.5					
3121	1562			ITALY	40.5	15.5					
178	1562		8	CHILE	-38.7	-73.5					
3122	1564		5.8	FRANCE	44.017	7.283					650
179	1570		8.3	CHILE	-36.75	-73	2000				2000
3484	1571			TURKEY							
185	1575		8.5	CHILE	-39.8	-73.2	1300				1321
191	1586		8.2	JAPAN	35	136.8					8000
194	1586	60	8.5	PERU	-12.3	-77.7					22
197	1589		6.7	JAPAN	34.8	138.2					
203	1596		6.9	JAPAN	33.3	131.7	708				708
204	1597		6.4	JAPAN	33.3	131.6	40				40
207	1602		7.2	JAPAN	35.1	140.5					
212	1604	30	8.5	PERU	-17.88	-70.94	74				174
2954	1605		7.9	JAPAN	33.5	138.5	1001				1001
216	1605		7.9	JAPAN	33	134.9	5000				5000
3563	1608		7.6	IRAN	36.4	50.5					
226	1611		8.1	JAPAN	39	144.5	5000				5000
2328	1612		6.7	GREECE	35.5	25.5					
228	1614		7.7	JAPAN	37.5	138					
2289	1615		5.7	UKRAINE	44.9	35.5					
231	1616		7	JAPAN	38.1	142					
235	1619		6.4	JAPAN	32.5	130.6					
3128	1627		6.7	ITALY	41.733	15.35					5000
238	1627		8	PHILIPPINES	18.4	121.6					
3789	1629	70	7	GREECE	36	25					
243	1629			INDONESIA	-4.6	129.9					
3129	1631			ITALY	40.821	14.426					4000
245	1633		7.1	JAPAN	35.2	139.2					150
246	1633			CHILE	-41.8	-73.8					
248	1633		6.9	GREECE	37.6	21					
254	1640			CHINA	23	117					
256	1642		6.7	JAPAN	35.2	140.6					
258	1643		6.5	SOUTH KOREA	35.5	129.5					
259	1644		6.9	JAPAN	39.4	140.1	117				117
3133	1646		5.2	ITALY	43.55	10.317					
268	1649		6.5	SOUTH KOREA	35.5	126					
281	1657		8	CHILE	-36.83	-73.03	40				40
3135	1661			ITALY							
291	1662		7.6	JAPAN	31.7	132	200				200
294	1666		6.4	JAPAN	35	136.8					
295	1667		6.7	JAPAN	25	125.5					
299	1668		6.6	TURKEY	38.4	27.1					
300	1668		8.5	CHINA	35.3	118.6					42578
304	1670		6.8	CHINA	33	122.5					
307	1670		6.4	JAPAN	35.5	141					
3487	1672		6.8	GREECE							
3136	1672		5.6	ITALY	43.933	12.583					1500
315	1674	40	6.8	INDONESIA	-3.75	127.75	2244	6			2330
316	1674		6	INDONESIA	-3.7	128.2					
321	1677		8.1	JAPAN	40	144					
322	1677		7.4	JAPAN	35	141.5	500				500
325	1678	40	8.4	PERU	-9	-79					
4279	1680			SPAIN	36.5	-3.6					
3137	1682			ITALY							
337	1687	30	8.5	PERU	-13.5	-76.5	5000				5000
345	1690		8	ANTIGUA AND BARBUDA	17.5	-61.5					
346	1692		7.7	JAMAICA	17.8	-76.7	2000				3000
3139	1693		7.4	ITALY	37.133	15.017					60000
355	1698		6.4	JAPAN	33.3	131.7					
361	1700		9	USA	45	-125	2				
365	1700		6.5	SOUTH KOREA	36.5	126.5					
367	1703		8.2	JAPAN	34.7	139.8	5233				5233
3149	1707			ITALY							
2952	1707		8.4	JAPAN	34.1	137.8	2000				2000
377	1707		8.4	JAPAN	33.2	134.8	5000				5000
379	1708		7	JAPAN	34	137					
380	1708			INDONESIA	-3.69	128.15					
381	1710			INDONESIA	-4.53	129.9					
383	1711		7	INDONESIA	-4	129	2				2
384	1711		6.7	JAPAN	34.3	134					1000
385	1715	80	7.5	PERU	-17.3	-70.8					
386	1715		6.6	JAPAN	33.3	131.7					
399	1726		6.6	JAPAN	36.3	136					
3154	1726		5.8	ITALY	38.117	13.35					250
400	1730		8.7	CHILE	-32.5	-71.5	3				5
404	1732			MEXICO	16.8	-99.9					
406	1732		6.5	JAPAN	35.2	140.8					
412	1737			RUSSIA	51.1	158	3				3
3160	1741		7.3	GREECE	36.2	28.5					
3161	1742			ITALY	43.5	10.2					
421	1742		7	RUSSIA	51.5	157					
424	1746	30	8	PERU	-11.996	-77.198	4800				5941
429	1748		6.8	GREECE	38.3	22.1					
439	1751		6.6	JAPAN	37.2	138.1	2100				2100
440	1751		8.5	CHILE	-37	-73	65				65
443	1751		7.3	DOMINICAN REPUBLIC	18.5	-70.7					
449	1754		6.5	INDONESIA	-3.5	128.5					4
452	1754			MEXICO	16.8	-99.2					
456	1755		8.5	PORTUGAL	37	-10	50000				50000
468	1761		8.5	PORTUGAL	34.5	-13					
471	1762			BANGLADESH	22	92					200
474	1762		6.6	JAPAN	38.1	138.7					
475	1763		7.4	JAPAN	40.8	142					
476	1763		7.8	JAPAN	41	142.5					
477	1763		7.1	JAPAN	40.7	142					
479	1763			INDONESIA	-6	130	7				7
487	1766		6.9	JAPAN	40.9	140.7	1700				1700
492	1767			MARTINIQUE (FRENCH TERRITORY)	14.4	-61					
496	1768		7.5	PAPUA NEW GUINEA	-4.85	152.8					
497	1768		6.5	JAPAN	26.2	127.5					
499	1769		7.4	JAPAN	32.3	132					
3493	1769		6.5	GREECE	38.4	12.2					
501	1770			HAITI	18.5	-72.3					
500	1770		7	INDONESIA	-5	102					
503	1771		7.4	JAPAN	24	124.3	13486				13486
3494	1772			GREECE	38.8	26.7					
2768	1775			CUBA	19.9	-76					
513	1775			INDONESIA	-3.7	128.2					
3495	1778			GREECE							
524	1780		7.5	RUSSIA	45.3	151.2	12				12
534	1782		7.3	JAPAN	35.1	139.7					
2769	1783	13	6.9	ITALY	38.3	15.967					30000
3209	1783	6	5.9	ITALY	38.217	15.633	1500				1500
3210	1783		5.9	ITALY	38.767	16.3					
3211	1783	18	6.9	ITALY	38.783	16.467					
3212	1784		4.1	ITALY	38.317	16.4					
544	1787		8.3	MEXICO	16.5	-98.5	11				11
549	1788		8	USA	57	-153					
551	1788		8	USA	55	-161					
3075	1790			ALGERIA	35.7	-0.6					3000
558	1791		6.5	JAPAN	34.5	135.4					
569	1792		6.9	JAPAN	43.5	140.6					
572	1793		6.9	JAPAN	40.85	139.95	12				12
573	1793	33	8.3	JAPAN	38.5	144	720				745
3432	1794		5.5	GREECE	38.3	22.3					
5585	1795			TRINIDAD AND TOBAGO	10.7	-61.7					
576	1797		8	INDONESIA	0.001	99	300				300
583	1799		6.4	JAPAN	36.6	136.6					
2376	1802			VENEZUELA	10.3	-64.5					
3215	1802			ALGERIA	36.5	2.9					
588	1802		6.6	JAPAN	37.7	138.3					19
4278	1804			SPAIN	36.833	-2.833					
591	1804		6.7	GREECE	38.3	21.8					
593	1804		7.3	JAPAN	39.05	139.95					450
3217	1805		6.6	ITALY	41.5	14.467					
596	1806		7.5	PERU	-12.1	-77.1					
599	1808		6.5	JAPAN	33.9	134.8					
603	1810		6.6	JAPAN	39.9	139.9					57
609	1812		7.5	USA	34.2	-119.9					1
615	1815	150	7	INDONESIA	-8	115	1200				11453
619	1817		6.8	GREECE	38.3	22.1					
3223	1818		6	ITALY	37.6	15.133					72
621	1818		7	INDONESIA	-4	101.5					
626	1819		8.5	CHILE	-27	-71.5					
629	1819		7.7	INDIA	23	71					1543
630	1819		5.8	NORWAY	66.416	12.85					
633	1820		7.6	MEXICO	17.2	-99.6					
635	1820	80	7.5	INDONESIA	-7	119	500				500
637	1821		6.5	GREECE	37.8	21.3					
641	1822		8.5	CHILE	-33	-72					72
644	1823			MARTINIQUE (FRENCH TERRITORY)	14.4	-61					
5445	1826			JAPAN	27.07	142.21					
4602	1826			NEW ZEALAND	-45.78	166.48					
663	1827			RUSSIA	53	158.5					
667	1828		6.4	JAPAN	32.6	129.9					
5552	1831			NEW ZEALAND	-38.7	178					
680	1833			MEXICO	16.8	-99.9					
681	1833	75	8.3	INDONESIA	-2.5	100.5					
682	1833		7.4	JAPAN	38.9	139.15	50				85
684	1834		6.4	JAPAN	43.3	141.4					
689	1835		8.2	CHILE	-36.83	-73.03	3				53
691	1835		7.6	JAPAN	37.9	141.9					
3295	1836			ITALY	39.6	16.6					589
702	1837			ISRAEL	33	35.5					
708	1837		8.5	CHILE	-42.5	-74	16				16
723	1841	30	8.4	RUSSIA	52	158					
724	1841			INDONESIA	-5	130					
725	1841		6	INDONESIA	-4	127.5					
726	1842		8.1	HAITI	19.75	-72.2	300				5300
728	1843	70	7.3	INDONESIA	1.5	98					
730	1843	33	8.3	GUADELOUPE (FRENCH TERRITORY)	16.5	-62.2					5000
732	1843		8.4	JAPAN	42	146	45				45
741	1845		7	INDONESIA	1.5	124.85					118
742	1845		8	MEXICO	17	-100.6					
743	1845		6.3	INDIA	23.583	68.367					
749	1846		7.3	INDONESIA	2	126.5					
750	1846		6.9	JAPAN	39.5	142.5					
3313	1846	5	6.1	ITALY	43.4	10.6					56
3314	1846			ITALY	43.5	10.5					
3316	1846			ITALY							
3317	1846			ITALY							
3318	1846			ITALY							
3319	1846			ITALY							
3320	1846			ITALY							
3321	1846			ITALY							
3322	1846			ITALY							
3323	1846			ITALY							
3325	1847			ITALY							
3326	1847			ITALY							
3327	1847			ITALY							
757	1847			INDIA	7.333	93.667					
763	1849		7.5	USA TERRITORY	14	143.3		1			
767	1849			RUSSIA	55	166					
772	1849		7.5	CHILE	-29.95	-71.37					
775	1851		7.2	TURKEY	35.5	28.7					
778	1851			TURKEY							
5454	1852	150	6.5	INDONESIA	-6.5	105.5					
789	1852			TURKEY							
799	1852	100	8.3	INDONESIA	-5.25	129.75	60				60
802	1852		7	MEXICO	32.5	-115.5					
807	1853		6.7	VENEZUELA	10.5	-64.2					1000
808	1853			GREECE	38.25	23.5					17
818	1854			USA	57	-152					
827	1854			INDONESIA	0.8	127.4					
835	1854		8.3	JAPAN	34	137.9	300				1000
837	1854		8.4	JAPAN	33.1	135	3000				3000
839	1855		8	NEW ZEALAND	-41.25	175					
5523	1855			NEW ZEALAND	-41.93	174.09					
846	1855		6	USA	34.1	-118.1					
850	1855		7	JAPAN	34.5	137.6					
851	1855		7	JAPAN	35.65	139.8					6757
856	1856		5.5	USA	37.5	-122.3					
2377	1856		7.5	HONDURAS	16	-88					
3438	1856			ALGERIA	37.1	5.7					
3380	1856			ALGERIA	37.1	5.7					3
864	1856		8	JAPAN	40.5	143.5	26				26
867	1856		6.6	GREECE	38.5	26.25					
869	1857		8	PAPUA NEW GUINEA	-5.5	147					
870	1857	50	7	INDONESIA	-8	115.5					36
871	1857		6.4	JAPAN	34.8	138.3					
872	1857			INDONESIA	1.35	125.2					
880	1859		7	INDONESIA	1	126.5					
881	1859			INDONESIA	-4.6	129.9					
882	1859		7.3	INDONESIA	0.009	125.5					
3381	1859		6.8	TURKEY	40	26					
884	1859		6.2	EL SALVADOR	13.33	-87.81					
888	1859		7.6	CHILE	-27.35	-70.35					10
894	1859		7	EL SALVADOR	13.7	-89.8					
897	1860		7.5	HAITI	18.52	-73.35					
900	1860			PERU	-12.1	-77.1					
902	1860			INDONESIA	-1.25	128.5					
904	1861	70	8.5	INDONESIA	-1	97.5	1105				1105
907	1861	20	7	INDONESIA	0.009	98	950				950
909	1861	70	7	INDONESIA	1	97.5					
913	1861		6.8	INDONESIA	1	97.5					
914	1861		6.5	INDONESIA	-1.5	100					
915	1861		7.4	JAPAN	38.5	142					
918	1861		7.3	GREECE	38.2	22.2					
3442	1862			GREECE	38.25	22.25					
922	1862		5.9	USA	32.7	-117.2					
930	1863		6.4	JAPAN	44.6	141.5					
934	1864		7.8	INDONESIA	-1	135	250				250
2794	1864			CANADA	46.5	-53.7					
935	1865			PERU	-12	-77.1	5				5
940	1865		6.3	USA	37.2	-121.9					
943	1865		8	TONGA	-19.5	-173.5					
951	1866		6	GREECE	36	23					
952	1866		6.3	ALBANIA	40.4	19.5					20
953	1866		6	GREECE	36.404	25.396					
3446	1867		7.4	GREECE	38.39	20.52					
4241	1867			NORWAY	58.667	6.167					
965	1867		7.1	GREECE	36.4	22.2					
966	1867	33	7.5	USA TERRITORY	18.1	-65.1	24				24
967	1867		7	TAIWAN	25.34	121.91	80				580
969	1868			USA TERRITORY	18.1	-65.1					
971	1868		7.9	USA	19	-155.5	47				77
3450	1868			ITALY	45.7	10.7					
981	1868			MEXICO	16.8	-99.9					
983	1868	25	8.5	CHILE	-18.6	-71	25000				25000
5484	1868		8.5	CHILE	-18.6	-71					
5508	1868	12	7.6	NEW ZEALAND	-40.2	173					
993	1868		6.8	USA	37.7	-122.1					30
1004	1869			CHILE	-30	-71.4					
1010	1869		7.5	CHILE	-19.6	-70.23					
2330	1870		7.9	MEXICO	15.4	-96.3					24
1013	1870			EGYPT	32.2	29.6					
3421	1870			CROATIA							
3422	1870			ITALY	39.28	16.28					
1037	1872		6	PHILIPPINES	16	119					
1038	1872	33	7.4	JAPAN	34.9	132					804
1040	1872			USA	52.2	-168.5					
1032	1872			ICELAND							
5415	1872			JAPAN	27.07	142.21					
1055	1873		6.7	USA	42	-124					
1049	1873		8	PAPUA NEW GUINEA	-5.5	146					
3453	1875			ITALY	44.2	12.4					
1062	1875		8	NEW CALEDONIA	-20	168.5	25				25
1064	1876	50	6.8	INDONESIA	-3	127.25					
1075	1877		8.3	CHILE	-21.5	-70.5	2282				2385
1081	1877			CHILE	-20.2	-70.1					
1086	1878		7.5	VANUATU	-19	168.5					
1089	1878			USA							
1095	1878			PAPUA NEW GUINEA	-4.25	152.25					1
1096	1878		8	VANUATU	-19	168.5					
3644	1879		5.9	EGYPT	29	33					
1117	1880	100	7.5	PHILIPPINES	16	121.85					20
5511	1880	12	7	NEW ZEALAND	-38.85	178.85					
1119	1880		6.3	USA	55.8	-155.6					
1120	1880		6.3	USA	57	-136					
3458	1881		6.5	GREECE	38.2	26.2					
5527	1881			NEW ZEALAND	-43.69	172.9					
1123	1881			CHILE	-20.2	-70.1					
1128	1881		7.9	INDIA	8.52	92.43					
1130	1882			SRI LANKA	8.567	81.233					
1132	1882	40	7.9	PANAMA	10	-79	100				
1135	1882		7.5	INDONESIA	-4.5	129.9					
3645	1884		6.2	ERITREA	15.7	39.6					
1153	1885		7.3	INDONESIA	-2.5	127.5					
1156	1885			CHILE	-20.2	-70.1					
1164	1886		7.5	GREECE	37.1	21.5					
2360	1886		7.7	USA	32.9	-80					
3462	1887			ITALY	43.7	8.1					
1170	1887			HAITI	19.7	-74.4					
3464	1888		6.1	GREECE	38.2	22.1					
1178	1889		6.8	PHILIPPINES	13.5	121					
1181	1889	70	8	INDONESIA	1	126.25					
3564	1890	10	7.2	IRAN	36.6	54.6					171
3466	1891			ALGERIA	36.5	1.8					
1190	1891		7	INDONESIA	-9	124					
1192	1891			USA	48	-123.5					
1195	1892		7.5	USA TERRITORY	14	143.3					
1196	1892			INDONESIA	2.5	99.5					
1199	1892	70	7	INDONESIA	-3	127.75					
1200	1892		6.5	JAPAN	37	136.8					1
1202	1893		6.5	GREECE	40.5	25.5					
1210	1893		6.4	GREECE	37.7	20.9					
1203	1893		7	RUSSIA	43.3	147.5					
1204	1893		6.9	JAPAN	42.5	145.5					
1208	1894		7.9	JAPAN	42.5	146					1
1212	1894		7	GREECE	38.7	23.1					
1213	1894		6.7	TURKEY	40.6	28.7					
1214	1894		7	JAPAN	38.9	139.8					726
1219	1895		7.3	PAPUA NEW GUINEA	-8.4	150.1					
5628	1895			CHILE	-18	-71					
5512	1895	12	6	NEW ZEALAND	-38.8	176					
2452	1895		4.3	USA	40.667	-74.883		1			
1231	1896		7.6	JAPAN	36.5	141					
1234	1896		8.3	JAPAN	39.5	144	27122	9247			27122
3497	1896			GREECE							
1230	1896			ICELAND							
1237	1897	33	7.4	JAPAN	38.1	141.9					
1241	1897		7.7	JAPAN	38	143.7					
1244	1897	33	8.7	PHILIPPINES	6	122	13	14			13
5456	1897	33	8.1	PHILIPPINES	12	126					
1249	1898		7.2	JAPAN	38.6	142					
3498	1898		7	GREECE	37.6	22.5					
1255	1899			PAPUA NEW GUINEA	-3	152					
1258	1899		8.2	USA	60	-142					
1260	1899	25	8.2	USA	60	-140					
1266	1899		7.8	INDONESIA	-3	128.5	2460	300			2460
1268	1899		7.1	JAPAN	31.9	132					
1269	1899		6.9	JAPAN	32.7	132.3					
2812	1900			USA	58.6	-137.5	5				5
1272	1900		6.6	PAPUA NEW GUINEA	-4	152					
1274	1900		7.1	PAPUA NEW GUINEA	-5	148					
1275	1900		6.9	INDONESIA	-4	140	5				5
1276	1900	25	8.4	VENEZUELA	11	-66					
1277	1901		6.7	USA	36	-120.5					
1278	1901	33	6	JAPAN	39	143					
1279	1901	33	7.5	JAPAN	28	130.3					
1281	1901	33	7.2	JAPAN	40.5	142.5					
1280	1901	33	7.9	NEW CALEDONIA	-22	170					
1282	1901	33	7.4	JAPAN	40.6	142.3					18
1283	1901	33	6.3	JAPAN	40.5	142.5					
5162	1901		7	NICARAGUA	11	-86.5					
1287	1902		7	EL SALVADOR	13.5	-89.5	185	100			185
1289	1902		6.6	GREECE	40.75	23.25					
1307	1903		6.5	CHILE	-28.5	-71					
1312	1904	30	8.3	RUSSIA	52	159					
1313	1904		8.1	RUSSIA	52	159					
1324	1905	33	7	JAPAN	37.4	142.6	57				57
3411	1905	15	7.1	ITALY	38.67	16.07					557
2296	1905		5.1	RUSSIA	44.5	37.5					
1331	1906	25	8.8	ECUADOR	1	-81.5	1000				1000
2627	1906			VENEZUELA	10.5	-66.916					
1332	1906			ECUADOR	1	-81					
2892	1906			COLOMBIA	3.9	-77.033					
1333	1906	33	7.9	USA	37.7	-122.5					
1339	1906	25	8.2	CHILE	-33	-72					4000
1340	1906	33	8	PAPUA NEW GUINEA	-7	149					
1344	1906		7.2	PAPUA NEW GUINEA	-4	149					
3559	1906		5	GHANA	6.5	0.3					
1349	1907	50	7.6	INDONESIA	2	94.5	400				400
1350	1907		6.5	JAMAICA	18	-76.8					1000
1353	1907		8.1	MEXICO	17	-100					8
1362	1907	33	5.5	USA	59.5	-135.5					
3415	1907		5.9	ITALY	38.133	16.017					158
1367	1908	130	7.5	INDONESIA	-2	100					
1371	1908	33	6.8	USA	19	-155					
1373	1908	40	7	ITALY	38.17	15.58	2000				80000
1374	1909		6.7	JAPAN	34.5	141.5					
1375	1909	80	7.5	JAPAN	34.5	141.5					
1384	1909	33	6.9	JAPAN	35.4	136.3					41
1386	1909	100	8	USA TERRITORY	12.5	145					
4922	1910	90	7.2	VANUATU	-14	166.5					
3500	1911		6.7	ALBANIA	40.9	20.8					
1396	1911	160	8	JAPAN	28	130					12
1401	1912	100	6.6	JAPAN	40.5	142					
1405	1913	33	6.8	NEW ZEALAND	-41.8	171.5					
1410	1913	33	7	PAPUA NEW GUINEA	-7	148					
1412	1914	33	7.1	JAPAN	31.58	130.67					63
1416	1914	15	8.1	INDONESIA	-1.829	136.943					
5542	1914			NEW ZEALAND	-37.8	178.2					1
1427	1915	14	6.7	GREECE	38.5	20.7					
1429	1915	60	7.8	JAPAN	38.3	142.9					
1431	1915	33	6.4	PHILIPPINES	18	119.5					
1432	1916	35	7.9	PAPUA NEW GUINEA	-4.739	152.548					
1434	1916	25	7	PANAMA	9.6	-82					
3147	1916		5.1	ITALY	38.817	15.233					
3811	1916		5.9	ITALY	43.967	12.667					
1439	1917	33	6.6	INDONESIA	-7	116					1500
1440	1917		6.5	CHINA	24.47	118.08					
1442	1917	33	6.4	PHILIPPINES	6	125					7
1444	1917	60	8	NEW ZEALAND	-29.2	-177					
1445	1917	33	5.8	TAIWAN	23.2	121.6					
1446	1917	25	8.3	SAMOA	-15.5	-173	2				2
1451	1918	33	7.5	CHINA	23.5	117.2					2000
1456	1918	33	8.3	PHILIPPINES	5.5	123	6				52
1457	1918	33	8.2	RUSSIA	45.5	151.5	23	7			23
1458	1918		7.3	USA TERRITORY	18.5	-67.5	140			4	144
1459	1918			USA TERRITORY	18.5	-67.5					
1460	1918	33	7.8	RUSSIA	44.5	151.5					
1461	1918	33	7.8	CHILE	-26	-71					
1472	1919	25	8.1	TONGA	-18.352	-172.515					
1474	1919	35	7.8	PAPUA NEW GUINEA	-4.852	153.714					
5466	1919	20	6.6	NICARAGUA	12.33	-88.291					
1485	1920	15	7	CHILE	-38	-73.5					
1486	1920	35	7.8	VANUATU	-19.919	168.53					
3537	1921			CHINA	40.13	124.38					
1490	1921		7.5	INDONESIA	-11	111					
1491	1921		7.5	PHILIPPINES	8	127					
1495	1922	33	7.5	PAPUA NEW GUINEA	-7	143					
1505	1922	35	8.7	CHILE	-28.553	-70.755	200				700
1506	1922		6.3	NEW ZEALAND	-43	173					
1508	1923	19	8.3	RUSSIA	54	161	3			1.5	3
1512	1923	22	7.2	PHILIPPINES	6.5	124					
1517	1923	20	7.2	RUSSIA	56.5	162.5	18				18
1521	1923	40	7.3	JAPAN	35.4	141.8					
1526	1923	33	7.9	JAPAN	35.1	139.5	2144	166			142807
1527	1923	20	7.7	JAPAN	34.9	140.2					
1528	1923	50	7.2	PAPUA NEW GUINEA	-4.5	151.5					
1536	1924	33	8.3	PHILIPPINES	6.5	126.5					
1538	1924		6.5	PHILIPPINES	16	118					
1543	1924		7.8	AUSTRALIA	-56	157.5					
1550	1925		6	USA	60	-146					
3504	1926		7.2	GREECE	36.5	23.3					
1572	1926	35	6.9	SOLOMON ISLANDS	-9.674	159.519					
1576	1927	10	7.6	JAPAN	35.6	135.1					3022
2298	1927	27	6	UKRAINE	44.4	34.4					
1578	1927	10	6.9	JAPAN	37.9	142					
1579	1927	20	6.4	JAPAN	34.2	142					
2299	1927	17	6.8	UKRAINE	44.4	34.5					11
1584	1927	25	7.1	USA	57.69	-136.07					
1585	1927	10	7.3	USA	34.813	-120.774					
1586	1927	33	7.1	CHILE	-44.6	-73					
1587	1927		6.3	INDONESIA	-0.7	119.7	50	50			50
1589	1927	35	7.5	RUSSIA	55.663	160.039					
1592	1928	60	7.7	MEXICO	15.67	-96.1					
1597	1928	29	6	GREECE	38	23					20
1602	1928	40	7	JAPAN	40	143.2					
1603	1928	33	7	PHILIPPINES	12.4	120.9					
1605	1928	35	7.7	MEXICO	16.028	-97.036					4
1609	1928	25	7.6	CHILE	-35	-72					279
1611	1928		7.3	PHILIPPINES	7	124	4	102			97
1612	1929		6.9	VENEZUELA	10.6	-65.6					
1613	1929	50	7.8	USA	50.88	-169.71					
1614	1929	30	7.1	JAPAN	31.7	132.2					
1616	1929	33	7	CANADA	51	-131					
1622	1929	20	7.3	CANADA	44.69	-56	28			1	28
3052	1930		7.3	MYANMAR (BURMA)	17.3	96.5	500				500
1625	1930	33	6	INDONESIA	-5.6	105.3					
1627	1930	15	5.2	USA	34.03	-118.643	1				1
1630	1930	35	6.6	PAPUA NEW GUINEA	-4.423	145.46					
4223	1930		5.9	ITALY	43.667	13.267					18
3620	1930			KENYA	-4.05	39.667					
1632	1930	33	6.5	PAPUA NEW GUINEA	-1.3	144.3	27	8			27
1639	1931	60	7.6	JAPAN	41.2	142.5					
1644	1931		7.4	INDONESIA	-5	102.75					
1645	1931	35	7.8	SOLOMON ISLANDS	-10.932	161.016	50				50
1646	1931	40	7.1	JAPAN	32.2	132.1					1
1649	1932	33	8.1	MEXICO	19.5	-104.25	4				400
1651	1932	54	7.9	MEXICO	19.452	-103.632					
1652	1932	33	7	MEXICO	19	-104.5	75	100			75
1661	1933	35	8.4	JAPAN	39.224	144.622	3022				3022
3603	1933			TOGO	6.9	0.6					
1664	1933	20	7.1	JAPAN	38.1	142.4					
1665	1933	33	6.9	ECUADOR	-2	-81					
1669	1934	55	7.9	PHILIPPINES	17.5	119					
1671	1934	60	7.7	PANAMA	8	-82.5					
1673	1934	35	7.8	SOLOMON ISLANDS	-11.907	166.731					
1674	1934	35	7.2	SOLOMON ISLANDS	-11.139	165.503					
3308	1934	5	7	MEXICO	18.5	-105.5					
1678	1935		6.5	JAPAN	36.6	141.4					
1683	1935	30	7.8	PAPUA NEW GUINEA	-3.824	141.416					
1684	1935	10	7.2	JAPAN	39.9	143.7					
1685	1935	10	7	JAPAN	40.7	144.3					
1690	1936	60	7.7	INDONESIA	4.5	126.5					
1691	1936	60	7.3	CHILE	-24.5	-70					1
1695	1936	40	7.7	JAPAN	38.2	142.2					
1699	1937	60	7.5	PHILIPPINES	14.5	121.5					1
1701	1937	33	5.7	RUSSIA	56	162.5					
1704	1938		8.5	INDONESIA	-5.25	130.5					
1708	1938		7.5	PAPUA NEW GUINEA	-6	147.8					
1710	1938		7.6	INDONESIA	-1	120	17				17
1711	1938		7.1	JAPAN	36.7	141.4					
1714	1938		6.1	JAPAN	43.6	144.3	1				1
1715	1938	35	7.6	JAPAN	25.321	125.115					
1716	1938	30	7.7	JAPAN	37.1	141.7					1
